Gene	mGM	3C	4BS+V 	5BS+V	6BS+V	PM	3PM	4PM	5/6PM	1M	2M
Zm00001d044657	2.359086055	2.434517881	1.726611283	1.650369812	1.654449689	1.981482569	1.939630859	2.194629138	1.364719994	2.143598212	1.491178658
Zm00001d044659	2.164801585	1.11349795	1.499527721	1.189731039	1.772336497	3.885276081	0.95450655	0.884958773	0.742682029	0.650605889	1.181727896
Zm00001d044663	8.726695094	7.60038199	7.276844753	7.356286856	8.335290343	9.453000432	5.446939754	5.365447798	9.991676747	8.410026638	8.114479747
Zm00001d044664	1194.251664	1093.987026	1227.021241	1268.931594	1092.405176	1189.220079	835.4620692	1322.329308	1166.987162	1289.805644	1278.822621
Zm00001d044665	10.59073932	13.86684701	18.93197835	19.62039001	18.93325795	10.45274221	19.21498781	18.88508092	20.30479959	20.12242783	19.26012751
Zm00001d044666	3.335742284	0.98741992	1.798956076	1.83142592	2.059924506	3.090850366	2.895303254	3.907686349	4.924921747	5.162936115	6.28413188
Zm00001d044667	36.10794226	16.92712087	15.76274216	14.85873653	15.28218394	33.53984973	22.53736043	17.93792697	17.0027494	21.87554793	21.46785845
Zm00001d044669	28.33958746	22.10594011	26.27146765	26.33386608	21.76258166	19.14310602	21.89913546	17.4819902	23.87045003	26.39099224	27.12378249
Zm00001d044671	0	0	0	0	0.163138421	0	0	3.545551334	0.580247107	0.378590681	1.499320628
Zm00001d044672	97.74857394	97.91295821	94.88824441	99.90423373	91.41480699	87.09401042	89.46543482	106.0793096	105.6713205	101.5140206	85.28182908
Zm00001d044673	68.633706	44.25390302	53.5812876	53.33118615	55.25522319	61.21779386	58.40023873	65.18140839	72.18519136	69.56456982	64.26146979
Zm00001d044674	2.469396803	3.600644441	2.040642784	2.979690993	2.434686316	1.725839999	3.529525673	2.742927172	2.347339174	2.398121006	2.722574252
Zm00001d044677	0.542340466	1.811560751	2.812025724	2.625495829	1.775032216	2.227591323	3.189725744	2.75191172	1.744858344	2.97010247	3.852005425
Zm00001d044683	0.200282545	4.210060396	0.989879715	1.433224766	1.259357092	0.18795314	8.336472163	8.068559416	9.408152823	9.366378823	29.31955679
Zm00001d044685	7.342206377	110.0477099	44.2534981	30.26602483	32.71353658	13.77592107	518.8112674	48.1952616	163.0131695	195.3096989	273.9314321
Zm00001d044686	25.19051092	43.31625447	18.20618038	14.54498387	20.61079076	29.31337233	123.8202796	30.69329448	72.41213119	52.5564847	79.46781954
Zm00001d044688	0.832738341	0.144776967	0.433305148	0	0	0.727070831	1.372183617	0.516828206	0	0	0
Zm00001d044689	2.970859124	4.123174244	3.858628226	3.239281718	3.405811155	2.644374754	1.484484329	2.521201627	1.850397198	2.03088063	2.221273524
Zm00001d044691	0.582209905	0.924800249	0.575302255	0.791540539	0.484776041	0.870103305	1.001118231	0.569542072	0.565971059	0.612101275	0.840837749
Zm00001d044692	4.553886243	4.603553144	5.339595095	4.648911196	4.921436421	3.905357345	5.134299093	3.449978395	4.493455914	3.460840559	3.952179438
Zm00001d044693	6.173220168	5.612451769	6.897981138	7.048694918	7.033052231	5.592484047	5.625020425	10.52337555	8.957975645	12.21626912	10.82716579
Zm00001d044694	4.41206978	7.472640403	6.53744512	7.449236892	7.498591392	5.007631667	7.4150193	5.993912354	6.124769352	5.618370435	6.181008249
Zm00001d044695	1.858812727	2.851182084	2.799714659	1.74849915	2.844431417	3.834810973	2.730479648	2.715725065	2.472349106	2.118972467	2.406150163
Zm00001d044696	3.080573919	4.297000095	4.225787641	4.475756051	3.548746231	2.764172471	3.60684938	4.133459897	3.880244691	4.6028136	3.892358641
Zm00001d044698	74.46694787	107.9465697	122.1216704	112.0884181	112.2548905	65.39739989	58.81910425	80.59948534	84.97949372	87.67886291	75.43695521
Zm00001d044699	86.30993701	57.18675073	64.70159013	58.92250027	59.43793163	78.8530407	67.21189549	78.1804302	75.25535077	73.79491755	71.96969548
Zm00001d044700	0	1.18676786	0.797167591	0.805595373	1.023724475	3.980972723	0.97041971	0.971580923	0.977341167	0.98955714	0.951084729
Zm00001d044701	0.644296885	0.697823312	0.814690917	0.820796867	0.841987184	0.689388421	1.399799809	0.508055213	0.46529206	0.43301368	0.754050988
Zm00001d044702	1.759933017	1.057744601	1.570175419	2.678852979	4.296834348	2.070502655	2.188981226	1.226564077	2.928008767	2.288685451	2.78880922
Zm00001d044703	0.696168937	0.479748756	0.248611048	0.476303028	0.104023489	0.391352776	2.60540693	1.62599965	1.671327476	2.944313999	6.863869359
Zm00001d044704	5.817988361	5.783113421	6.107332851	6.671641633	6.474141944	7.454150924	6.190250742	6.361199503	9.307009898	7.504881968	7.688372004
Zm00001d044713	0.428613363	1.799315613	1.74625687	1.595790957	1.95503904	0.449355226	1.284615863	0.844017275	1.339741239	0.742240928	0.986666741
Zm00001d044724	15.8807431	22.44139478	22.60105331	21.34264176	21.44207753	16.20941506	19.77954153	22.39080276	18.71349157	18.4841808	19.35738099
Zm00001d044726	1.795212333	3.252125143	2.416048632	2.475994374	2.440190515	2.199598166	2.474624837	1.625377106	1.327000852	2.021407707	1.320638686
Zm00001d044728	3.041930434	0.199027977	0.103320437	0	0.963791493	0	1.188522892	5.59297464	1.045820766	2.264809033	2.112357168
Zm00001d044729	17.83953886	4.074178714	4.322274765	5.506950353	6.075035208	6.603036352	4.103443688	5.968607234	6.00230077	6.351377725	7.990717916
Zm00001d044731	1.254647757	1.02521891	0.696054304	0.607497676	0.929807936	1.027327536	2.719037954	1.674196427	0.725457821	1.28574164	1.838956931
Zm00001d044742	0	0	0	0	0	0	0	0	0	0	0
Zm00001d044744	0.221285503	0.365408013	0.313911174	0.177697932	0.318966754	0.476394601	4.262170404	1.114301877	0.339674278	1.498532094	1.874756716
Zm00001d044745	1.118129554	1.59450201	2.035395454	2.492241418	1.907125832	0.921600986	1.529128686	2.237664257	2.218128916	2.9751653	2.706230754
Zm00001d044747	15.33188143	16.64633144	15.23249158	13.15266606	13.4710178	17.00715819	18.60300422	17.7561579	12.14643353	18.10915821	17.73014813
Zm00001d044748	0.58073655	2.049536435	1.466665371	1.558426682	1.060586522	1.390062542	3.713490775	0.838982123	1.258774485	1.181712768	0.476349295
Zm00001d044752	5.174653221	1.886065665	2.469329242	1.100494108	1.806108962	6.884531693	3.252463713	3.858026863	2.493034972	3.11211295	1.926542624
Zm00001d044753	5.424523114	7.253488328	6.512263625	7.038420305	6.511274979	4.872255382	7.018792458	7.729814405	5.56927013	6.793925092	6.322975921
Zm00001d044754	96.35661173	144.0055207	141.8271192	144.5138047	132.918219	93.78196433	109.8997604	148.138621	151.3632097	135.0762652	134.2091833
Zm00001d044757	12.33683586	19.03992014	14.78188097	15.92590164	17.46677559	10.58594579	15.91518759	11.60484132	12.545415	11.41157366	10.75357346
Zm00001d044759	0.773182693	1.523985832	1.612308095	1.375911465	1.721423408	0.835225565	0.621565	0.907533704	0.867157745	0.941320408	0.686600066
Zm00001d044762	0	0.065053109	0.020993416	0.01391324	0.056122755	0	1.038068288	0.262731745	0.012763709	0.233077827	0.839250772
Zm00001d044766	0.687207026	1.041434627	0.815651299	0.866380904	1.093950052	0.678730206	0.896140389	0.622973106	1.028583761	1.081291228	1.045669399
Zm00001d044769	0	0	0	0	0.090220106	0.316910071	0	0	0.048098293	0	0.207973288
Zm00001d044771	3.940635676	0.389161535	0.149404552	0	0.363015426	2.202355434	5.092393761	1.231928361	0.376235845	0.861325817	1.231703863
Zm00001d044774	1.741414248	8.140680058	8.887184123	8.975156054	9.92871561	2.918115478	5.596582081	7.434318364	10.05500969	5.987943051	6.175011386
Zm00001d044780	4.131883926	3.166254427	3.326994518	3.260152505	3.006228016	3.973162642	3.320606232	2.811816637	3.253580856	2.004177602	1.633360008
Zm00001d044781	3.706619775	3.406990549	3.641586186	2.424941261	2.76589031	3.627587587	4.135916288	3.115197166	2.401132616	3.055583351	2.604951519
Zm00001d044783	2.871531644	2.176558329	2.323267955	2.820897282	2.97485016	5.106588678	0.358509996	0.373149407	1.549515884	1.463049798	1.157176014
Zm00001d044785	5.895081077	1.383216546	3.920451788	4.199457535	4.701031098	5.517961392	4.600763608	10.78705868	9.525668757	8.143200871	8.668025693
Zm00001d044801	1.164681901	1.689374113	3.057303568	3.873573084	4.610484419	1.897186105	2.013690751	7.56434902	7.135721463	3.308017154	2.863398112
Zm00001d044802	6.928150713	10.2156372	7.022994223	6.718299832	7.550441945	7.38118014	6.020732145	2.795087548	2.960349186	3.203286777	2.139150045
Zm00001d044806	9.748168262	5.097028172	4.507238887	5.43782855	3.679026633	7.520593705	14.1947745	9.724997307	6.221173253	13.49128462	15.1160897
Zm00001d044808	2.322817259	2.738837028	3.473102445	3.367945562	3.226653786	2.553705477	1.930258053	1.430412797	1.738161124	1.890306338	1.868738189
Zm00001d044812	32.824222	20.33035745	11.09276091	9.478891287	7.470947922	13.36301589	16.46807152	5.933320396	5.770326673	14.39854289	11.35293036
Zm00001d044813	1.514884454	5.920050181	7.455776149	6.996989047	6.443351245	1.202401185	3.620762504	4.006476726	2.978795075	4.783463358	4.75597472
Zm00001d044814	5.062779713	5.858928571	5.926707521	4.924790218	5.128478298	4.886979595	5.524686612	4.878840582	5.440213181	5.172777149	5.576325812
Zm00001d044815	55.53376266	76.03738907	86.07768728	77.51026426	77.10140459	54.45451291	51.14243915	121.0936587	61.13523468	60.41119005	55.18720826
Zm00001d044821	1.224232852	0.806582893	0.540945256	0.710519613	0.609051127	0.955895002	2.521437798	0.68375668	0.224600146	0.951847576	0.390864497
Zm00001d044822	2.650049864	1.719360606	0.792625859	1.018799581	1.777041817	2.435668564	2.691044102	0.882563415	1.300583939	0.632623774	0.715171362
Zm00001d044823	0.980231711	2.672487795	2.108433448	1.746508427	2.044700324	0.627880561	0.894895112	0.873614149	1.133236601	1.260401583	0.891140719
Zm00001d044825	1.374968757	2.407118925	2.879549655	1.984527175	3.078161205	1.400428012	0.89909633	1.20217775	1.725650383	1.320567279	1.516927178
Zm00001d044826	5.210202683	0	0	0	0	15.09904927	0	0	0.111447055	0	0.815385013
Zm00001d044828	15.53855935	17.83061685	15.62871488	13.87314818	16.30209434	17.60389374	20.05363382	20.48814867	20.03744634	16.21025062	17.71614597
Zm00001d044831	65.41779264	57.5866536	56.75971762	57.62610255	63.76204046	65.33980557	55.38024958	52.72895053	51.59637993	52.30985305	48.4789721
Zm00001d044833	9.54758558	5.086213817	4.541533506	6.137682907	6.30795974	8.634617559	6.057494048	9.379906781	7.90943047	9.815571404	7.678141518
Zm00001d044838	5.321823647	4.527718128	5.391911253	5.089875604	5.280838414	6.441342388	11.00695586	7.854949219	8.091616383	8.026334732	9.270598263
Zm00001d044839	0	0.308584064	0.231817367	0.184821361	0.102886014	0	4.539897871	0.843529003	1.549842734	5.195489441	11.67901106
Zm00001d044843	1.841234354	1.820953246	2.982240285	2.9723332	2.518663522	2.039657742	0.718166054	1.526815844	1.542703221	1.78942537	1.558307142
Zm00001d044844	5.929932791	11.08490041	9.765505538	9.644640296	10.10913073	6.938239661	10.18083204	9.393555485	11.26239442	8.770095461	9.634673057
Zm00001d044845	1.941185452	2.922238973	2.543014338	2.56560695	2.540270655	2.248729435	3.423789925	2.750537661	2.932016846	2.760114336	2.892618125
Zm00001d044860	3.17511775	2.548245542	2.273625869	2.680129775	2.651462108	1.779828255	2.935009371	1.617289379	1.843628929	1.991414386	2.382481333
Zm00001d044864	3.122624589	1.541523831	1.349939599	1.321494045	1.994867757	3.33775213	1.228379979	1.122112488	1.508127512	1.841706181	1.157825789
Zm00001d044866	10.61904123	14.14583931	12.59558039	12.25366677	11.2635757	12.87749866	9.793754959	10.07150921	10.9132452	12.17153932	9.973329801
Zm00001d044869	113.8623366	165.5593765	162.3807082	154.6131162	154.6376607	119.8994774	121.4235933	146.0076887	134.4957708	142.4061749	140.3568084
Zm00001d044874	23.73771573	17.78899789	25.20591981	23.51820424	18.3900253	12.29270698	25.25002769	50.41046098	35.98614915	60.96842694	74.33399037
Zm00001d044878	8.681295195	7.76033012	9.804557347	10.83557868	8.355366222	8.400729617	8.427397949	8.770059282	7.552087294	8.258766346	7.731561137
Zm00001d044880	8.494096282	17.449552	16.83704481	16.33741655	15.7434589	7.769958345	9.718721465	11.6010086	13.87803544	12.2357509	12.32083876
Zm00001d044895	23.63136996	4.291610992	1.775797516	1.481377231	1.774420508	17.92629662	11.91050328	6.710982904	3.497036317	6.711996271	7.063342172
Zm00001d044898	0.551074787	0.400329779	0	0.109253467	0	2.303870662	0.957195652	1.356091171	0.665524943	0.629700165	3.209581039
Zm00001d044899	0.317138963	1.141353351	0.629684882	0.638176412	0.787445785	0.444155181	0.034954748	0.110827436	0.017458295	0.129197931	0.049217568
Zm00001d044902	33.48009528	41.4566863	42.20107391	39.52840371	43.73236541	31.75725546	28.86071082	28.480562	29.64496616	30.05006785	27.77691661
Zm00001d044903	9.590967126	17.14722018	16.98651525	14.55163872	15.28868695	8.010859606	11.10393282	11.78321277	11.94182083	12.13423115	11.36983932
Zm00001d044904	3.522823872	2.187819676	1.745549574	1.270490734	1.311045755	3.265767755	1.511580356	1.063953077	0.656721412	1.906966313	0.815089037
Zm00001d044906	0.094360723	0.124078641	0	0.081168212	0.054454786	0.015522862	2.455255369	0.113952204	2.088960819	1.58967341	2.072130947
Zm00001d044907	1.188709059	1.219609788	1.05705114	0.84605142	0.612552631	0.963520426	0.652809535	0.421432057	0.942671258	0.434454498	0.347951854
Zm00001d044908	0	0	0.094818029	0	0.044825155	0	0.690453631	0.193299776	0.430674037	0.388692112	1.201831556
Zm00001d044916	34.15237881	34.90399466	38.5541751	35.59068106	36.55556358	27.4856591	32.29264036	33.3131687	34.56234348	33.57354104	34.457059
Zm00001d044917	17.83724683	18.18149349	18.93129523	19.44828875	17.69834858	13.82735018	13.41851239	12.54487611	15.11959718	14.3517726	13.59885065
Zm00001d044920	24.39593449	23.62900888	22.97081452	26.98370111	28.44709563	56.9693128	34.22046396	38.73884884	35.18392922	34.4598942	38.47159099
Zm00001d044921	15.4365137	6.544915834	3.780821009	5.442688524	6.017580861	23.94999254	26.01843557	19.07667703	24.66734999	16.93366257	23.70509982
Zm00001d044922	4.356849759	8.980424655	7.082170637	8.571492874	8.065241111	4.27888664	4.21348462	4.927709604	6.678867865	4.201078314	3.766561468
Zm00001d044923	84.14771909	74.4530269	72.01955848	75.4608238	86.71768936	118.9938403	63.66299006	76.88111306	64.92113677	94.34908644	78.85690088
Zm00001d044925	5.388280908	0.596745012	0.30031575	0.95968613	0.755837187	9.233397449	1.55800022	0.858770503	4.055334645	2.921421515	1.803543565
Zm00001d044927	1.853086384	0.079815008	0.218249775	0.686443311	0.180028729	0.745778025	2.194619431	10.91215078	4.889822358	1.662072889	5.630943045
Zm00001d044929	3.016739904	4.521797275	4.329685803	4.421756235	3.758813495	3.53846052	4.258793122	3.918251105	3.824076483	3.515244125	3.595691992
Zm00001d044931	4.784613437	7.743092524	10.48642534	9.260091369	9.116656453	4.491781548	5.297004481	8.431310902	7.581376881	8.708566838	9.280205265
Zm00001d044939	93.15237497	90.49617462	70.08668931	79.2783371	80.23436044	113.0961693	212.1627623	125.7254693	125.3390471	183.8069222	170.8756074
Zm00001d044940	66.82637226	37.51247469	31.16944668	31.69287164	38.45213358	85.4549065	66.15158883	40.49462621	31.83054964	29.19641247	27.28357167
Zm00001d044944	1.003138581	1.440577205	1.603491321	1.441308744	1.779182876	0.716533623	0.549644441	1.246061244	1.096525268	0.988478527	1.168658805
Zm00001d044945	12.39644763	24.06799082	27.31956834	25.25511698	23.89752819	11.55883681	10.49406325	16.47341447	17.10587915	17.8174188	16.65338343
Zm00001d044953	1.890177487	1.117644519	1.081821053	0.997259078	1.478575947	1.947709537	1.057809152	1.017982297	0.89762682	0.858070562	0.767558592
Zm00001d044961	8.7172259	12.12654368	10.14726746	10.1559486	10.60862988	7.298847447	8.752804448	12.01483042	8.629111355	8.131826975	5.865990505
Zm00001d044971	84.76561033	82.92981819	69.68675925	70.3089589	72.26741039	109.4288567	86.31252718	81.50330033	73.31832628	73.4251127	76.55817706
Zm00001d044972	19.15983692	9.135659273	7.134129349	12.63535881	12.13676287	32.95370044	13.06490078	31.77900758	20.98787452	23.48234178	18.32130322
Zm00001d044973	11.56243868	3.733888287	4.008907183	5.65257688	8.168599443	19.29397668	11.42267463	32.14614771	35.48989491	9.997619921	12.44482322
Zm00001d044976	0.442665812	1.563578666	1.514119203	1.326680022	1.474684363	0.484135228	0.261920007	1.11706899	1.120536546	1.250997673	0.688083691
Zm00001d044979	19.50355837	33.80754256	34.43380048	33.55652978	31.74409456	15.8500887	20.24551753	24.53758389	23.45569533	22.77990961	21.55318589
Zm00001d044980	0.744097845	0.53537883	0.794314874	1.033557649	0.869502719	1.920233712	1.067220671	0.908663238	0.798240443	0.859720749	1.576735713
Zm00001d044982	0.765530151	2.138315419	2.779751941	3.178921391	2.454688585	0.706652332	0.735971155	1.868539137	2.798216331	2.006065728	1.904359875
Zm00001d044984	6.057814329	5.489200478	4.976299432	6.26402721	5.859108321	7.329082783	4.615757256	3.530983837	5.834376318	3.882628322	3.574826572
Zm00001d044985	1.89820976	1.906536309	1.903357346	1.738404506	2.075001702	2.329382514	3.1196055	2.284182493	2.922332934	2.509255433	3.051974569
Zm00001d044986	0.367724784	0	0	0	0	0	0.382899055	0	0	0.316575389	0.740793203
Zm00001d044987	7.265334129	7.861173555	6.211098603	6.337356161	6.918627674	6.793953443	9.198848498	7.506266328	9.038755552	6.536061524	7.066924911
Zm00001d044988	0.196457512	0.1265882	0.134350413	0.355511377	0.115823782	0.444258704	0.073630284	0.242642243	0.383636412	0.346296716	0.458108295
Zm00001d044994	0.011158744	0.431390819	0.056435342	0.351726358	0.14157327	0.021739701	1.416283419	0.118111942	0.269640762	0.553494774	0.277379741
Zm00001d044995	6.921279587	3.374993509	2.426631539	2.407257848	1.780410026	7.35876679	3.525625946	4.446742377	5.257667651	6.053208812	4.031320153
Zm00001d044999	0	0.020201832	0	0.040031658	0	0.093654433	0	0.960378179	0.015192121	0	0.1453934
Zm00001d045000	945.1633374	955.7517161	1134.705069	1060.720268	988.2680888	933.7101273	817.3090635	1152.568923	1131.731548	1170.087734	1133.357136
Zm00001d045002	13.37009725	15.40819378	15.08352025	14.30008122	12.20491143	10.98637388	8.506775844	12.97321402	17.59131607	11.81538559	13.29406912
Zm00001d045014	2.048078772	3.236803646	4.080274033	3.821574623	3.676055472	1.466260866	1.551275049	1.965413217	1.456293869	2.033328586	2.202621363
Zm00001d045021	3.308900478	5.132294573	4.30883123	5.199122222	4.814564784	2.949010149	3.255483723	2.250107509	3.329879214	2.892776214	2.39528051
Zm00001d045025	245.2940141	235.9389501	326.3904042	331.4151199	298.0412089	261.0653246	301.7648154	454.4144507	397.1729767	423.5840889	500.2480559
Zm00001d045026	0.563582262	1.130380485	1.124417793	1.152102843	1.476956349	0.476778204	1.629808975	0.794949329	0.744376088	1.104114156	1.209014625
Zm00001d045027	7.291477136	13.33784784	17.36565089	16.09920259	15.10622196	6.20634256	6.226673433	10.63760505	12.61298382	11.82751255	11.63509979
Zm00001d045028	76.52678506	76.47265968	86.81325865	72.64021879	69.81110552	65.64156557	49.37513728	59.48112687	72.36550457	63.17480415	50.24250894
Zm00001d045029	14.67541677	19.74862555	19.54743507	22.38216147	19.84588918	13.38449878	14.3825799	15.87825251	12.78942911	14.79135407	12.75758068
Zm00001d045036	0.670326702	0.588046184	0.439970889	0.673836591	0.677571147	1.060802254	5.261557037	4.360082053	3.217494562	4.972661342	9.223031428
Zm00001d045041	7.452239575	8.301670658	7.816671312	7.219753141	8.925128689	7.85823739	6.443631631	6.113718189	6.625335893	9.085056953	6.999513257
Zm00001d045042	225.7416938	250.5589444	189.1685983	212.6401804	232.1047869	286.6728067	267.1410874	306.6006259	354.0807349	215.2753663	201.0080585
Zm00001d045043	4.500732173	12.39471183	11.13158235	11.81436139	12.29132729	5.600346696	14.43210333	10.18370071	13.93896073	11.15994736	12.7999186
Zm00001d045044	50.45071398	51.63076254	49.70124595	52.9227098	56.91268582	60.42331735	48.81404263	47.62082843	53.17045214	48.53547137	51.31395216
Zm00001d045046	1.056298334	0.986391606	1.193780094	0.930747011	1.014787827	1.243959568	0.697692927	0.737642398	1.171086214	1.074737189	0.865557274
Zm00001d045047	1.808783327	1.935950622	1.464405463	1.070327716	1.221993722	2.502497545	2.253836433	4.40765338	6.91182474	3.74349941	4.878649964
Zm00001d045048	5.554445537	2.619846792	2.586428153	3.286660165	3.908455543	6.038091751	1.621391286	1.710380275	2.199195039	2.462503778	1.642965567
Zm00001d045049	25.5891653	35.59865444	30.44362698	31.28458397	32.03822533	26.41339033	35.0643097	24.24825157	23.30346595	22.1179424	25.30379735
Zm00001d045050	9.865194295	14.70277991	15.58318577	14.15022629	14.94331463	10.2746611	8.919875738	12.50420461	11.49706727	11.73780896	12.01117994
Zm00001d045051	1.076807405	0.239709119	0	0.132791433	0	0.381004469	2.676159665	0.495799142	0.406896198	0.31505086	1.551716798
Zm00001d045053	20.77721983	25.77275388	21.4800605	26.42365098	21.00595877	20.87041463	15.79456771	16.52780823	14.0784466	18.06914494	18.07716391
Zm00001d045055	0.185913956	0.936856426	0.317455357	0.311292778	0.407361791	0.166533684	3.049933284	0.764850349	0.611061717	1.714777702	9.306802186
Zm00001d045065	4.33629475	5.536482203	5.415043915	4.824465589	4.768528086	3.335327735	3.324336324	2.9570682	2.454476861	2.965239126	2.994868466
Zm00001d045069	415.3734189	334.3042586	325.7439842	360.9005995	326.8205816	352.7733339	190.1182133	259.5742275	263.4785187	259.6740522	247.8029244
Zm00001d045072	23.25489284	25.97471958	23.39311059	25.40994043	25.47241332	20.94972581	21.42705484	19.97113811	19.82998715	17.96864441	16.87692166
Zm00001d045074	6.8176492	4.201697419	4.443733098	4.119121675	4.373722634	5.945411361	4.308012994	5.348150189	5.328287229	4.566921766	3.995050231
Zm00001d045075	2.109582391	1.152873895	1.029529805	1.499801865	1.298863778	1.57826136	1.194689029	1.110559023	1.37563235	1.008164347	1.903813644
Zm00001d045076	49.0639591	59.23747842	56.43288093	55.38319305	54.12086126	53.25538092	56.73122895	54.92344222	63.33080077	54.52556224	52.73301845
Zm00001d045079	7.253979482	8.355834545	7.634837475	8.382090841	7.158153468	7.495504478	4.471436146	5.64613343	6.322837381	3.355592166	5.560694275
Zm00001d045080	1.533306732	4.043197507	4.404245572	3.870048214	4.27125037	1.31004234	1.731837376	1.629011128	1.956895616	1.588861523	1.4561654
Zm00001d045082	2.052246499	4.264941284	3.651594652	3.638927779	3.85355104	2.036589852	2.520434365	2.991563018	3.82769838	3.093452909	2.965777363
Zm00001d045084	8.355583748	6.641932476	6.193609353	5.209657327	6.153634006	6.620699446	7.439935572	4.435212473	4.299197064	5.006796592	5.158856479
Zm00001d045085	4.736892173	11.99766146	10.88517394	10.32179466	12.43934254	5.870107334	13.20476962	9.431906959	8.519357493	11.77636549	12.37728734
Zm00001d045089	0.966987693	1.821154265	2.498176393	2.132708189	2.258130797	1.390252039	0.822528709	1.483143032	1.237866315	1.242967593	1.174650584
Zm00001d045090	0.596646961	0.799098673	1.333497096	0.939182043	1.195428071	0.758631055	0.261278585	0.622498137	0.524871448	0.675011374	0.509518083
Zm00001d045094	3.556496136	2.874423243	3.93116213	3.580668783	4.308229757	4.774740224	1.531567897	2.506690162	3.174607615	3.01046556	3.145334143
Zm00001d045096	19.97280521	13.58405241	11.95292847	12.03945678	11.81688257	15.17689673	22.93752108	22.172486	15.33768084	21.10757789	24.22895356
Zm00001d045097	0.300069192	0.362885327	0.538755405	0.623277664	1.072267037	0.346980679	0.293503628	0.359406405	0.407385768	0.277079304	0.332790213
Zm00001d045098	82.2154531	25.382339	10.15450514	9.451072851	9.991844023	48.52762698	28.10675581	5.519724418	4.983310051	9.14285345	9.295906546
Zm00001d045101	0.723603137	0.855247255	0.416808794	1.148351181	1.353800949	1.024752222	0.441426037	2.836830275	3.003665127	1.782951323	1.532339751
Zm00001d045102	1.30060348	1.963353153	1.981969026	2.195246388	1.909571754	1.681323176	0.733863347	1.335523919	0.764582152	1.042096212	0.975969863
Zm00001d045104	97.11279825	72.7766805	67.38425452	66.22353348	70.66102822	84.21225522	49.67329181	47.83489433	59.56868615	50.97192267	44.18054929
Zm00001d045105	1.771916921	0	0.094637282	0.069963516	0.203864355	2.470558307	0.932027118	6.150774864	0.818225793	1.74475517	1.312657623
Zm00001d045106	32.65667903	34.01072867	43.4257571	40.17571391	37.61464778	23.89771997	27.21754923	34.70771805	32.35132483	37.56283629	35.31084677
Zm00001d045108	20.72357386	23.48832599	23.28520991	21.00461259	23.80540165	26.01576833	20.95197688	22.06505345	21.08885401	24.49360874	23.97628422
Zm00001d045109	73.8082059	93.26373523	76.36867408	76.00710981	76.92741525	74.93500117	75.9349422	76.20353823	61.37654412	64.53866572	67.54508279
Zm00001d045111	1.340997954	2.161617578	2.003167619	1.709259229	1.713760785	1.587695784	1.535603518	1.52670251	2.103052023	2.300372009	1.194622291
Zm00001d045112	9.37545082	7.038986312	4.137204566	3.749424379	4.727474191	10.38573904	7.310950848	3.20460921	5.138579177	3.333873963	2.974388659
Zm00001d045113	2.217084347	3.413015152	2.883935649	3.186608143	2.71502238	2.617094197	2.254237293	1.695642756	1.742695309	1.905938606	1.691713306
Zm00001d045114	0.934869015	0.563138303	0.746436471	0.737623405	1.027991291	0.524249747	0.571089044	0.260843693	0.818839802	0.764897142	0.349611509
Zm00001d045118	0.741913302	0.223239337	0	0	0.351154814	2.208467531	0	0	0	0.479384822	0.671048991
Zm00001d045119	0	0	0	0	0	0	0	0	0	0	0.80745572
Zm00001d045120	1.818574072	0.431797924	0.160675814	0	0.460939449	1.257282657	3.105666969	0	0	0.541017776	0
Zm00001d045121	90.32883085	56.57600781	59.78427156	59.38964146	62.85562731	78.58649142	58.02406498	70.36326914	57.84079715	72.94567401	74.30711755
Zm00001d045122	0.328412705	0.038913663	0.077119736	0	0	0.417011352	0	0	0	0	0
Zm00001d045123	2.851843954	2.191422418	1.582655886	2.593126669	2.320666296	1.017532507	3.459000129	1.476760325	1.252748881	2.819170789	1.772413812
Zm00001d045125	2.046611678	2.363021815	0.882080561	1.213226071	1.821456688	2.447050108	9.399532682	2.233697683	4.371030126	6.141010751	5.807105135
Zm00001d045127	3.852011029	6.166936977	6.282396265	7.68268961	6.478401409	4.954547692	3.825156231	5.864929378	6.833405546	4.567857551	3.995491154
Zm00001d045128	3.380070179	3.783826049	3.597537367	3.064500119	3.662404813	4.93420353	3.614912363	3.611999509	3.199134799	2.712198907	3.265345854
Zm00001d045133	5.9679186	9.539872082	7.292900507	8.035827089	8.578394348	4.704916287	7.183148924	5.50743666	4.692774178	5.77749467	5.209470584
Zm00001d045136	0.496380142	0.904420086	0.596022947	0.813986963	0.833525274	0.47308096	1.551633168	1.147346917	0.77903995	1.639423353	2.193232224
Zm00001d045138	2.042290725	1.982572051	0.633846252	0.997548022	1.114378657	7.145696658	3.709705971	3.991325545	1.692050407	2.198278241	3.73348342
Zm00001d045139	33.03610136	58.69280509	64.32253302	61.38214501	67.98779591	34.10047535	28.98637655	29.36132078	30.12179562	33.61351814	24.78171316
Zm00001d045144	14.83652906	8.410133254	11.48154335	14.00573361	12.41067852	13.37148189	11.34909934	10.33734256	11.83704192	14.14210817	14.14499116
Zm00001d045145	0	0.098789293	0.064530381	0.256195628	0.363167281	0	1.503314	0	0.736223723	0.083013245	0.153651818
Zm00001d045146	20.85796513	31.90763613	33.71945713	33.37234556	35.77216994	23.98372825	28.62887241	31.86982847	34.45034113	28.45805133	29.30384269
Zm00001d045147	7.207623175	14.46310804	13.21809903	13.22247888	12.63504091	7.819664221	11.2477879	8.152358514	9.188880916	8.822115854	7.951197811
